scientific_name,month,river_seg,lat,long,elevation,mean_annual_ppt,ratio_valleywidth_to_valleyfloorwidth,ord_str,qd_sd
Basilichthys microlepidotus,1,1525,-37,-73,75.06299213,103.4748428,1.291669373,6,3526.717392
Basilichthys microlepidotus,12,1918,-37,-72,338.9216418,111.7864594,2.509841725,5,967.7092813
Basilichthys microlepidotus,1,1760,-38,-73,79.125,103.338334,1.344648499,6,6261.697266
Basilichthys microlepidotus,4,1524,-37,-73,74.05737705,102.6450002,1.207989798,6,3526.717392
Basilichthys microlepidotus,4,1524,-37,-73,74.05737705,102.6450002,1.207989798,6,3526.717392
Basilichthys microlepidotus,12,1918,-37,-72,338.9216418,111.7864594,2.509841725,5,967.7092813
Basilichthys microlepidotus,12,1918,-37,-72,338.9216418,111.7864594,2.509841725,5,967.7092813
Basilichthys microlepidotus,12,1918,-37,-72,338.9216418,111.7864594,2.509841725,5,967.7092813
Basilichthys microlepidotus,2,5993,-36,-72,99.35238095,70.95833333,2.351056413,6,1160.414781
Basilichthys microlepidotus,2,5993,-36,-72,99.35238095,70.95833333,2.351056413,6,1160.414781
Basilichthys microlepidotus,2,8536,-40,-73,50.04424779,189.2916641,13.57040073,3,971.5374943
Basilichthys microlepidotus,1,8532,-40,-73,86.31818182,192.6666667,18.40214676,3,971.5374943
Basilichthys microlepidotus,2,5993,-36,-72,99.35238095,70.95833333,2.351056413,6,1160.414781
Basilichthys microlepidotus,3,8532,-40,-73,86.31818182,192.6666667,18.40214676,3,971.5374943
Basilichthys microlepidotus,3,8532,-40,-73,86.31818182,192.6666667,18.40214676,3,971.5374943
Basilichthys microlepidotus,1,8532,-40,-73,86.31818182,192.6666667,18.40214676,3,971.5374943
Basilichthys microlepidotus,2,5717,-36,-72,89.8125,73.93333588,3.637341519,6,3290.497922
Basilichthys microlepidotus,1,1173,-38,-72,241.6390977,120.9665176,2.296090808,6,3526.717392
Basilichthys microlepidotus,1,1525,-37,-73,75.06299213,103.4748428,1.291669373,6,3526.717392
Basilichthys microlepidotus,1,1525,-37,-73,75.06299213,103.4748428,1.291669373,6,3526.717392
Basilichthys microlepidotus,12,1918,-37,-72,338.9216418,111.7864594,2.509841725,5,967.7092813
Basilichthys microlepidotus,2,5993,-36,-72,99.35238095,70.95833333,2.351056413,6,1160.414781
Basilichthys microlepidotus,1,8532,-40,-73,86.31818182,192.6666667,18.40214676,3,971.5374943
Basilichthys microlepidotus,1,1525,-37,-73,75.06299213,103.4748428,1.291669373,6,3526.717392
Basilichthys microlepidotus,1,1525,-37,-73,75.06299213,103.4748428,1.291669373,6,3526.717392
Basilichthys microlepidotus,1,1525,-37,-73,75.06299213,103.4748428,1.291669373,6,3526.717392
Basilichthys microlepidotus,1,1525,-37,-73,75.06299213,103.4748428,1.291669373,6,3526.717392
Basilichthys microlepidotus,1,1525,-37,-73,75.06299213,103.4748428,1.291669373,6,3526.717392
Basilichthys microlepidotus,1,1525,-37,-73,75.06299213,103.4748428,1.291669373,6,3526.717392
Basilichthys microlepidotus,1,1525,-37,-73,75.06299213,103.4748428,1.291669373,6,3526.717392
Basilichthys microlepidotus,1,1525,-37,-73,75.06299213,103.4748428,1.291669373,6,3526.717392
Basilichthys microlepidotus,1,1525,-37,-73,75.06299213,103.4748428,1.291669373,6,3526.717392
Basilichthys microlepidotus,4,4535,-39,-73,70.40178571,98.70238277,3.160259271,5,1745.722088
Basilichthys microlepidotus,3,8532,-40,-73,86.31818182,192.6666667,18.40214676,3,971.5374943
Basilichthys microlepidotus,3,8532,-40,-73,86.31818182,192.6666667,18.40214676,3,971.5374943
Basilichthys microlepidotus,3,8532,-40,-73,86.31818182,192.6666667,18.40214676,3,971.5374943
Basilichthys microlepidotus,3,8532,-40,-73,86.31818182,192.6666667,18.40214676,3,971.5374943
Basilichthys microlepidotus,3,8532,-40,-73,86.31818182,192.6666667,18.40214676,3,971.5374943
Basilichthys microlepidotus,2,3610,-34,-71,162.90625,43.16341121,5.718709548,2,1750.389286
Basilichthys microlepidotus,1,1760,-38,-73,79.125,103.338334,1.344648499,6,6261.697266
Basilichthys microlepidotus,1,1525,-37,-73,75.06299213,103.4748428,1.291669373,6,3526.717392
Basilichthys microlepidotus,3,818,-37,-72,163.8802083,91.6588527,3.600447729,5,955.1016828
Basilichthys microlepidotus,1,1525,-37,-73,75.06299213,103.4748428,1.291669373,6,3526.717392
Basilichthys microlepidotus,1,1525,-37,-73,75.06299213,103.4748428,1.291669373,6,3526.717392
Basilichthys microlepidotus,1,1525,-37,-73,75.06299213,103.4748428,1.291669373,6,3526.717392
Basilichthys microlepidotus,1,1760,-38,-73,79.125,103.338334,1.344648499,6,6261.697266
Basilichthys microlepidotus,1,1760,-38,-73,79.125,103.338334,1.344648499,6,6261.697266
Basilichthys microlepidotus,1,1525,-37,-73,75.06299213,103.4748428,1.291669373,6,3526.717392
Basilichthys microlepidotus,1,1525,-37,-73,75.06299213,103.4748428,1.291669373,6,3526.717392
Basilichthys microlepidotus,12,1918,-37,-72,338.9216418,111.7864594,2.509841725,5,967.7092813
Basilichthys microlepidotus,12,1918,-37,-72,338.9216418,111.7864594,2.509841725,5,967.7092813
Basilichthys microlepidotus,3,818,-37,-72,163.8802083,91.6588527,3.600447729,5,955.1016828
Basilichthys microlepidotus,3,818,-37,-72,163.8802083,91.6588527,3.600447729,5,955.1016828
Basilichthys microlepidotus,1,1525,-37,-73,75.06299213,103.4748428,1.291669373,6,3526.717392
Basilichthys microlepidotus,1,1525,-37,-73,75.06299213,103.4748428,1.291669373,6,3526.717392
Basilichthys microlepidotus,1,1525,-37,-73,75.06299213,103.4748428,1.291669373,6,3526.717392
Basilichthys microlepidotus,2,4044,-35,-71,201.1388889,64.74999891,4.342244125,4,1544.312195
Basilichthys microlepidotus,2,8538,-40,-73,45.85964912,187.1979198,11.39652594,3,971.5374943
Basilichthys microlepidotus,1,8532,-40,-73,86.31818182,192.6666667,18.40214676,3,971.5374943
Basilichthys microlepidotus,1,8532,-40,-73,86.31818182,192.6666667,18.40214676,3,971.5374943
Basilichthys microlepidotus,1,8532,-40,-73,86.31818182,192.6666667,18.40214676,3,971.5374943
Basilichthys microlepidotus,1,8532,-40,-73,86.31818182,192.6666667,18.40214676,3,971.5374943
Basilichthys microlepidotus,1,1525,-37,-73,75.06299213,103.4748428,1.291669373,6,3526.717392
Basilichthys microlepidotus,1,1525,-37,-73,75.06299213,103.4748428,1.291669373,6,3526.717392
Basilichthys microlepidotus,3,5243,-39,-72,134,134.3333333,3.894006396,5,628.0236726
Basilichthys microlepidotus,3,818,-37,-72,163.8802083,91.6588527,3.600447729,5,955.1016828
Basilichthys microlepidotus,1,7716,-34,-71,445.5423729,39.25,3.435491705,6,1141.36445
Basilichthys microlepidotus,1,1525,-37,-73,75.06299213,103.4748428,1.291669373,6,3526.717392
Basilichthys microlepidotus,4,4535,-39,-73,70.40178571,98.70238277,3.160259271,5,1745.722088
Basilichthys microlepidotus,1,1173,-38,-72,241.6390977,120.9665176,2.296090808,6,3526.717392
Basilichthys microlepidotus,1,1525,-37,-73,75.06299213,103.4748428,1.291669373,6,3526.717392
Basilichthys microlepidotus,1,1525,-37,-73,75.06299213,103.4748428,1.291669373,6,3526.717392
Basilichthys microlepidotus,2,2753,-34,-71,324.9545455,49.77689481,3.956382362,6,165.4004226
Basilichthys microlepidotus,1,1525,-37,-73,75.06299213,103.4748428,1.291669373,6,3526.717392
Basilichthys microlepidotus,1,1524,-37,-73,74.05737705,102.6450002,1.207989798,6,3526.717392
Basilichthys microlepidotus,1,8538,-40,-73,45.85964912,187.1979198,11.39652594,3,971.5374943
Basilichthys microlepidotus,3,8532,-40,-73,86.31818182,192.6666667,18.40214676,3,971.5374943
Basilichthys microlepidotus,3,8532,-40,-73,86.31818182,192.6666667,18.40214676,3,971.5374943
Basilichthys microlepidotus,1,1525,-37,-73,75.06299213,103.4748428,1.291669373,6,3526.717392
Basilichthys microlepidotus,1,1353,-38,-72,357.6867925,140.7681836,6.289933997,4,3019.392631
Basilichthys microlepidotus,3,818,-37,-72,163.8802083,91.6588527,3.600447729,5,955.1016828
Basilichthys microlepidotus,3,818,-37,-72,163.8802083,91.6588527,3.600447729,5,955.1016828
Basilichthys microlepidotus,2,4044,-35,-71,201.1388889,64.74999891,4.342244125,4,1544.312195
Basilichthys microlepidotus,1,1760,-38,-73,79.125,103.338334,1.344648499,6,6261.697266
Basilichthys microlepidotus,1,8532,-40,-73,86.31818182,192.6666667,18.40214676,3,971.5374943
Basilichthys microlepidotus,1,1525,-37,-73,75.06299213,103.4748428,1.291669373,6,3526.717392
Basilichthys microlepidotus,1,1525,-37,-73,75.06299213,103.4748428,1.291669373,6,3526.717392
Basilichthys microlepidotus,1,1525,-37,-73,75.06299213,103.4748428,1.291669373,6,3526.717392
Basilichthys microlepidotus,2,8532,-40,-73,86.31818182,192.6666667,18.40214676,3,971.5374943
Basilichthys microlepidotus,12,1918,-37,-72,338.9216418,111.7864594,2.509841725,5,967.7092813
Basilichthys microlepidotus,2,4044,-35,-71,201.1388889,64.74999891,4.342244125,4,1544.312195
Basilichthys microlepidotus,2,4044,-35,-71,201.1388889,64.74999891,4.342244125,4,1544.312195
Basilichthys microlepidotus,2,4044,-35,-71,201.1388889,64.74999891,4.342244125,4,1544.312195
Basilichthys microlepidotus,3,1385,-38,-72,117.0362694,101.5833359,1.895766663,6,3526.717392
Basilichthys microlepidotus,3,1385,-38,-72,117.0362694,101.5833359,1.895766663,6,3526.717392
Basilichthys microlepidotus,1,1525,-37,-73,75.06299213,103.4748428,1.291669373,6,3526.717392
Basilichthys microlepidotus,1,1525,-37,-73,75.06299213,103.4748428,1.291669373,6,3526.717392
Basilichthys microlepidotus,1,1525,-37,-73,75.06299213,103.4748428,1.291669373,6,3526.717392
Basilichthys microlepidotus,12,1918,-37,-72,338.9216418,111.7864594,2.509841725,5,967.7092813
Basilichthys microlepidotus,1,1525,-37,-73,75.06299213,103.4748428,1.291669373,6,3526.717392
Basilichthys microlepidotus,3,8532,-40,-73,86.31818182,192.6666667,18.40214676,3,971.5374943
Basilichthys microlepidotus,2,5993,-36,-72,99.35238095,70.95833333,2.351056413,6,1160.414781
Basilichthys microlepidotus,1,1525,-37,-73,75.06299213,103.4748428,1.291669373,6,3526.717392
Basilichthys microlepidotus,1,1525,-37,-73,75.06299213,103.4748428,1.291669373,6,3526.717392
Basilichthys microlepidotus,1,1525,-37,-73,75.06299213,103.4748428,1.291669373,6,3526.717392
Basilichthys microlepidotus,1,1524,-37,-73,74.05737705,102.6450002,1.207989798,6,3526.717392
Basilichthys microlepidotus,12,1918,-37,-72,338.9216418,111.7864594,2.509841725,5,967.7092813
Basilichthys microlepidotus,2,8532,-40,-73,86.31818182,192.6666667,18.40214676,3,971.5374943
Basilichthys microlepidotus,2,8532,-40,-73,86.31818182,192.6666667,18.40214676,3,971.5374943
Basilichthys microlepidotus,2,8532,-40,-73,86.31818182,192.6666667,18.40214676,3,971.5374943
Basilichthys microlepidotus,2,8532,-40,-73,86.31818182,192.6666667,18.40214676,3,971.5374943
Basilichthys microlepidotus,2,8532,-40,-73,86.31818182,192.6666667,18.40214676,3,971.5374943
Basilichthys microlepidotus,12,1918,-37,-72,338.9216418,111.7864594,2.509841725,5,967.7092813
Basilichthys microlepidotus,3,8539,-40,-73,44.54807692,186.6944453,11.19482029,3,971.5374943
Basilichthys microlepidotus,12,1918,-37,-72,338.9216418,111.7864594,2.509841725,5,967.7092813
Basilichthys microlepidotus,1,1760,-38,-73,79.125,103.338334,1.344648499,6,6261.697266
Basilichthys microlepidotus,3,5756,-36,-72,109.3333333,75.56666718,4.452714519,4,257.240611
Basilichthys microlepidotus,4,4535,-39,-73,70.40178571,98.70238277,3.160259271,5,1745.722088
Basilichthys microlepidotus,4,4535,-39,-73,70.40178571,98.70238277,3.160259271,5,1745.722088
Basilichthys microlepidotus,4,4535,-39,-73,70.40178571,98.70238277,3.160259271,5,1745.722088
Basilichthys microlepidotus,1,1525,-37,-73,75.06299213,103.4748428,1.291669373,6,3526.717392
Basilichthys microlepidotus,1,1525,-37,-73,75.06299213,103.4748428,1.291669373,6,3526.717392
Basilichthys microlepidotus,3,1942,-37,-72,115.223176,97.42375808,1.710490956,5,967.7092813
Basilichthys microlepidotus,3,1942,-37,-72,115.223176,97.42375808,1.710490956,5,967.7092813
Basilichthys microlepidotus,3,1942,-37,-72,115.223176,97.42375808,1.710490956,5,967.7092813
Basilichthys microlepidotus,12,1918,-37,-72,338.9216418,111.7864594,2.509841725,5,967.7092813
Basilichthys microlepidotus,12,1918,-37,-72,338.9216418,111.7864594,2.509841725,5,967.7092813
Basilichthys microlepidotus,12,1918,-37,-72,338.9216418,111.7864594,2.509841725,5,967.7092813
Basilichthys microlepidotus,3,8532,-40,-73,86.31818182,192.6666667,18.40214676,3,971.5374943
Basilichthys microlepidotus,3,8532,-40,-73,86.31818182,192.6666667,18.40214676,3,971.5374943
Basilichthys microlepidotus,3,8532,-40,-73,86.31818182,192.6666667,18.40214676,3,971.5374943
Basilichthys microlepidotus,1,1525,-37,-73,75.06299213,103.4748428,1.291669373,6,3526.717392
Basilichthys microlepidotus,1,1525,-37,-73,75.06299213,103.4748428,1.291669373,6,3526.717392
Basilichthys microlepidotus,2,8532,-40,-73,86.31818182,192.6666667,18.40214676,3,971.5374943
Basilichthys microlepidotus,2,8532,-40,-73,86.31818182,192.6666667,18.40214676,3,971.5374943
Basilichthys microlepidotus,2,8532,-40,-73,86.31818182,192.6666667,18.40214676,3,971.5374943
Basilichthys microlepidotus,3,8538,-40,-73,45.85964912,187.1979198,11.39652594,3,971.5374943
Basilichthys microlepidotus,2,1933,-37,-72,178.921875,105.1404316,4.258407648,5,967.7092813
Basilichthys microlepidotus,12,1918,-37,-72,338.9216418,111.7864594,2.509841725,5,967.7092813
Basilichthys microlepidotus,3,8531,-40,-73,101.7017544,194.25,19.25817239,3,971.5374943
Basilichthys microlepidotus,3,8531,-40,-73,101.7017544,194.25,19.25817239,3,971.5374943
Basilichthys microlepidotus,3,5756,-36,-72,109.3333333,75.56666718,4.452714519,4,257.240611
Basilichthys microlepidotus,3,5756,-36,-72,109.3333333,75.56666718,4.452714519,4,257.240611
Basilichthys microlepidotus,3,8536,-40,-73,50.04424779,189.2916641,13.57040073,3,971.5374943
Basilichthys microlepidotus,3,8536,-40,-73,50.04424779,189.2916641,13.57040073,3,971.5374943
Basilichthys microlepidotus,3,5756,-36,-72,109.3333333,75.56666718,4.452714519,4,257.240611
Basilichthys microlepidotus,3,5756,-36,-72,109.3333333,75.56666718,4.452714519,4,257.240611
Basilichthys microlepidotus,3,5756,-36,-72,109.3333333,75.56666718,4.452714519,4,257.240611
Basilichthys microlepidotus,3,5756,-36,-72,109.3333333,75.56666718,4.452714519,4,257.240611
Basilichthys microlepidotus,3,5756,-36,-72,109.3333333,75.56666718,4.452714519,4,257.240611
Basilichthys microlepidotus,3,5756,-36,-72,109.3333333,75.56666718,4.452714519,4,257.240611
Basilichthys microlepidotus,3,5756,-36,-72,109.3333333,75.56666718,4.452714519,4,257.240611
Basilichthys microlepidotus,1,1525,-37,-73,75.06299213,103.4748428,1.291669373,6,3526.717392
Basilichthys microlepidotus,1,1525,-37,-73,75.06299213,103.4748428,1.291669373,6,3526.717392
Basilichthys microlepidotus,3,1942,-37,-72,115.223176,97.42375808,1.710490956,5,967.7092813
Basilichthys microlepidotus,1,1525,-37,-73,75.06299213,103.4748428,1.291669373,6,3526.717392
Basilichthys microlepidotus,3,8538,-40,-73,45.85964912,187.1979198,11.39652594,3,971.5374943
Basilichthys microlepidotus,2,8531,-40,-73,101.7017544,194.25,19.25817239,3,971.5374943
Basilichthys microlepidotus,2,8531,-40,-73,101.7017544,194.25,19.25817239,3,971.5374943
Basilichthys microlepidotus,2,8532,-40,-73,86.31818182,192.6666667,18.40214676,3,971.5374943
Basilichthys microlepidotus,2,8532,-40,-73,86.31818182,192.6666667,18.40214676,3,971.5374943
Basilichthys microlepidotus,2,8532,-40,-73,86.31818182,192.6666667,18.40214676,3,971.5374943
Basilichthys microlepidotus,2,8532,-40,-73,86.31818182,192.6666667,18.40214676,3,971.5374943
Basilichthys microlepidotus,2,8532,-40,-73,86.31818182,192.6666667,18.40214676,3,971.5374943
Basilichthys microlepidotus,2,8532,-40,-73,86.31818182,192.6666667,18.40214676,3,971.5374943
Basilichthys microlepidotus,12,1918,-37,-72,338.9216418,111.7864594,2.509841725,5,967.7092813
Basilichthys microlepidotus,12,1918,-37,-72,338.9216418,111.7864594,2.509841725,5,967.7092813
Basilichthys microlepidotus,3,818,-37,-72,163.8802083,91.6588527,3.600447729,5,955.1016828
Basilichthys microlepidotus,3,818,-37,-72,163.8802083,91.6588527,3.600447729,5,955.1016828
Basilichthys microlepidotus,3,818,-37,-72,163.8802083,91.6588527,3.600447729,5,955.1016828
Basilichthys microlepidotus,2,4044,-35,-71,201.1388889,64.74999891,4.342244125,4,1544.312195
Basilichthys microlepidotus,1,1525,-37,-73,75.06299213,103.4748428,1.291669373,6,3526.717392
Basilichthys microlepidotus,1,1525,-37,-73,75.06299213,103.4748428,1.291669373,6,3526.717392
Basilichthys microlepidotus,3,1942,-37,-72,115.223176,97.42375808,1.710490956,5,967.7092813
Basilichthys microlepidotus,1,1525,-37,-73,75.06299213,103.4748428,1.291669373,6,3526.717392
Basilichthys microlepidotus,12,1918,-37,-72,338.9216418,111.7864594,2.509841725,5,967.7092813
Basilichthys microlepidotus,12,1918,-37,-72,338.9216418,111.7864594,2.509841725,5,967.7092813
Basilichthys microlepidotus,12,1918,-37,-72,338.9216418,111.7864594,2.509841725,5,967.7092813
Basilichthys microlepidotus,1,1525,-37,-73,75.06299213,103.4748428,1.291669373,6,3526.717392
Basilichthys microlepidotus,2,5993,-36,-72,99.35238095,70.95833333,2.351056413,6,1160.414781
Basilichthys microlepidotus,12,1918,-37,-72,338.9216418,111.7864594,2.509841725,5,967.7092813
Basilichthys microlepidotus,1,1525,-37,-73,75.06299213,103.4748428,1.291669373,6,3526.717392
Basilichthys microlepidotus,2,8532,-40,-73,86.31818182,192.6666667,18.40214676,3,971.5374943
Basilichthys microlepidotus,2,8532,-40,-73,86.31818182,192.6666667,18.40214676,3,971.5374943
Basilichthys microlepidotus,12,1918,-37,-72,338.9216418,111.7864594,2.509841725,5,967.7092813
Basilichthys microlepidotus,3,1942,-37,-72,115.223176,97.42375808,1.710490956,5,967.7092813
Basilichthys microlepidotus,1,1760,-38,-73,79.125,103.338334,1.344648499,6,6261.697266
Basilichthys microlepidotus,2,8532,-40,-73,86.31818182,192.6666667,18.40214676,3,971.5374943
Basilichthys microlepidotus,1,1173,-38,-72,241.6390977,120.9665176,2.296090808,6,3526.717392
Basilichthys microlepidotus,12,1918,-37,-72,338.9216418,111.7864594,2.509841725,5,967.7092813
Basilichthys microlepidotus,1,1525,-37,-73,75.06299213,103.4748428,1.291669373,6,3526.717392
Basilichthys microlepidotus,1,1524,-37,-73,74.05737705,102.6450002,1.207989798,6,3526.717392
Basilichthys microlepidotus,4,4535,-39,-73,70.40178571,98.70238277,3.160259271,5,1745.722088
Basilichthys microlepidotus,4,4535,-39,-73,70.40178571,98.70238277,3.160259271,5,1745.722088
Basilichthys microlepidotus,1,1525,-37,-73,75.06299213,103.4748428,1.291669373,6,3526.717392
Basilichthys microlepidotus,2,8532,-40,-73,86.31818182,192.6666667,18.40214676,3,971.5374943
Basilichthys microlepidotus,1,1525,-37,-73,75.06299213,103.4748428,1.291669373,6,3526.717392
Basilichthys microlepidotus,2,8531,-40,-73,101.7017544,194.25,19.25817239,3,971.5374943
Basilichthys microlepidotus,2,8532,-40,-73,86.31818182,192.6666667,18.40214676,3,971.5374943
Basilichthys microlepidotus,2,8532,-40,-73,86.31818182,192.6666667,18.40214676,3,971.5374943
Basilichthys microlepidotus,2,8531,-40,-73,101.7017544,194.25,19.25817239,3,971.5374943
Basilichthys microlepidotus,2,8531,-40,-73,101.7017544,194.25,19.25817239,3,971.5374943
Basilichthys microlepidotus,12,1918,-37,-72,338.9216418,111.7864594,2.509841725,5,967.7092813
Basilichthys microlepidotus,1,1524,-37,-73,74.05737705,102.6450002,1.207989798,6,3526.717392
Basilichthys microlepidotus,2,8532,-40,-73,86.31818182,192.6666667,18.40214676,3,971.5374943
Basilichthys microlepidotus,3,5756,-36,-72,109.3333333,75.56666718,4.452714519,4,257.240611
Basilichthys microlepidotus,1,1525,-37,-73,75.06299213,103.4748428,1.291669373,6,3526.717392
Basilichthys microlepidotus,3,818,-37,-72,163.8802083,91.6588527,3.600447729,5,955.1016828
Basilichthys microlepidotus,1,1525,-37,-73,75.06299213,103.4748428,1.291669373,6,3526.717392
Basilichthys microlepidotus,2,4044,-35,-71,201.1388889,64.74999891,4.342244125,4,1544.312195
Basilichthys microlepidotus,2,8531,-40,-73,101.7017544,194.25,19.25817239,3,971.5374943
